State,Latitude,Longitude,Date,SWE,Precipitation,Cumulative_Precipitation,Max_Temp,Min_Temp
CO,-107.26,37.72,16759,46,0,104,6.5,-10.3
CO,-107.26,37.72,16758,46,0,104,8.1,-15.5
CO,-107.26,37.72,16757,46,0,104,5.3,-11.7
CO,-107.26,37.72,16756,46,3,102,0.8,-11.2
CO,-107.26,37.72,16755,30,10,91,1.5,-5.3
CO,-107.51,37.49,16762,69,0,168,6.9,-1.4
CO,-107.51,37.49,16761,69,3,165,8.3,-2.9
CO,-107.51,37.49,16760,69,3,163,3.9,-6.6
CO,-107.51,37.49,16759,69,0,163,6.6,-4.6
CO,-107.51,37.49,16758,69,0,163,3.1,-4.6
CO,-107.51,37.49,16757,69,0,163,5.1,-6.2
CO,-107.51,37.49,16756,66,0,163,-0.9,-7.6
CO,-107.51,37.49,16755,53,5,157,-0.9,-8.4
CO,-106.8,37.48,16762,168,0,190,5.5,-2.7
CO,-106.8,37.48,16761,168,3,188,6.6,-4.8
CO,-106.8,37.48,16760,168,0,188,2.1,-8.6
CO,-106.8,37.48,16759,170,0,188,2.5,-8.9
CO,-106.8,37.48,16758,170,0,188,2.6,-7.7
CO,-106.8,37.48,16757,170,3,185,1.7,-7.7
CO,-106.8,37.48,16756,168,3,183,-2.8,-8.2
CO,-106.8,37.48,16755,127,33,150,-0.6,-7.8
CO,-107.51,37.71,16762,91,0,183,6.2,-7
CO,-107.51,37.71,16761,91,3,180,6.2,-6.9
CO,-107.51,37.71,16760,91,0,180,3,-13
CO,-107.51,37.71,16759,91,0,180,4.3,-11.1
CO,-107.51,37.71,16758,91,0,180,4.4,-9
CO,-107.51,37.71,16757,91,0,180,0.8,-9.7
CO,-107.51,37.71,16756,91,5,175,-4.7,-10.3
CO,-107.51,37.71,16755,66,20,155,-2.4,-10.1
CO,-107.68,37.93,16762,89,3,170,7.6,-9
CO,-107.68,37.93,16761,86,0,170,4.3,-12.5
CO,-107.68,37.93,16760,86,0,170,2.5,-16.1
CO,-107.68,37.93,16759,81,0,170,4.2,-13.3
CO,-107.68,37.93,16758,79,0,170,4.3,-11.4
CO,-107.68,37.93,16757,76,3,168,0.5,-11.6
CO,-107.68,37.93,16756,61,13,155,-2.3,-13.2
CO,-107.68,37.93,16755,38,30,124,0.1,-5.6
CO,-107.92,37.8,16762,86,0,142,9.2,-11.4
CO,-107.92,37.8,16761,86,0,142,7.4,-11.1
CO,-107.92,37.8,16760,86,0,142,4.2,-13.6
CO,-107.92,37.8,16759,86,0,142,5.4,-8.9
CO,-107.92,37.8,16758,86,0,142,6.1,-13.6
CO,-107.92,37.8,16757,86,0,142,1.4,-12.4
CO,-107.92,37.8,16756,84,3,140,-1.5,-8.3
CO,-107.92,37.8,16755,56,23,117,-0.8,-7.2
CO,-108.2,37.89,16762,97,0,163,7.5,-10.2
CO,-108.2,37.89,16761,97,3,160,5.7,-12.9
CO,-108.2,37.89,16760,97,0,160,2.5,-15.2
CO,-108.2,37.89,16759,97,0,160,4.1,-13.8
CO,-108.2,37.89,16758,97,0,160,4.6,-11.7
CO,-108.2,37.89,16757,97,0,160,0.1,-11.3
CO,-108.2,37.89,16756,97,0,160,-2.9,-10.9
CO,-108.2,37.89,16755,61,33,127,1.2,-6.2
CO,-107.03,37.62,16762,99,0,188,5.7,-8.1
CO,-107.03,37.62,16761,99,0,188,6.6,-10.6
CO,-107.03,37.62,16760,102,0,188,2.2,-13.9
CO,-107.03,37.62,16759,104,0,188,3.6,-12.1
CO,-107.03,37.62,16758,104,0,188,4.1,-9.7
CO,-107.03,37.62,16757,104,3,185,1.5,-12.4
CO,-107.03,37.62,16756,102,0,185,-5.4,-11.8
CO,-107.03,37.62,16755,71,30,155,-1,-8.5
CO,-107.71,37.89,16762,140,0,234,7.2,-8.8
CO,-107.71,37.89,16761,140,0,234,7.6,-10.5
CO,-107.71,37.89,16760,140,3,231,3,-15.2
CO,-107.71,37.89,16759,142,0,231,1.1,-12.3
CO,-107.71,37.89,16758,142,0,231,5.1,-10.4
CO,-107.71,37.89,16757,142,0,231,0.7,-10.3
CO,-107.71,37.89,16756,130,18,213,-4.6,-12.1
CO,-107.71,37.89,16755,94,38,175,-2.4,-8.4
CO,-107.2,37.99,16762,81,0,102,5.1,-4.3
CO,-107.2,37.99,16761,81,3,99,5.2,-7.5
CO,-107.2,37.99,16760,81,0,99,-0.3,-11.2
CO,-107.2,37.99,16759,81,0,99,-0.1,-9
CO,-107.2,37.99,16758,79,0,99,1.1,-6.5
CO,-107.2,37.99,16757,79,0,99,-3,-9.6
CO,-107.2,37.99,16756,79,3,97,-6.9,-9.6
CO,-107.2,37.99,16755,56,18,79,-2.1,-8.1
CO,-107.81,37.65,16762,46,0,196,10.2,-5.8
CO,-107.81,37.65,16761,48,0,196,11.4,-6.8
CO,-107.81,37.65,16760,48,0,196,8.1,-8.9
CO,-107.81,37.65,16759,48,0,196,8.7,-5.1
CO,-107.81,37.65,16758,48,0,196,9.2,-7.5
CO,-107.81,37.65,16757,48,0,196,5.2,-7.3
CO,-107.81,37.65,16756,48,0,196,3.1,-6.1
CO,-107.81,37.65,16755,30,25,170,1,-5.5
CO,-107.73,37.85,16762,81,0,170,6.6,-12
CO,-107.73,37.85,16761,81,0,170,6.3,-12.2
CO,-107.73,37.85,16760,81,0,170,2.4,-16.7
CO,-107.73,37.85,16759,81,0,170,3.7,-8.2
CO,-107.73,37.85,16758,81,3,168,4.3,-13
CO,-107.73,37.85,16757,81,0,168,0.5,-10.9
CO,-107.73,37.85,16756,76,8,160,-2.7,-9.7
CO,-107.73,37.85,16755,53,18,142,-0.5,-6.5
CO,-106.84,37.49,16762,124,0,249,7.9,-12.4
CO,-106.84,37.49,16761,124,0,249,9.2,-14.1
CO,-106.84,37.49,16760,124,0,249,4.8,-16.5
CO,-106.84,37.49,16759,124,0,249,5.1,-12.6
CO,-106.84,37.49,16758,124,0,249,4.8,-13.2
CO,-106.84,37.49,16757,124,0,249,3.4,-14.1
CO,-106.84,37.49,16756,124,0,249,2.4,-12.7
CO,-106.84,37.49,16755,86,38,211,0.2,-7
CO,-105.59,40.14,16762,107,0,201,5,-1.7
CO,-105.59,40.14,16761,107,0,201,1.8,-6.5
CO,-105.59,40.14,16760,107,3,198,-5.7,-13.6
CO,-105.59,40.14,16759,81,28,170,-0.9,-12.7
CO,-105.59,40.14,16758,76,8,163,-1.1,-6
CO,-105.59,40.14,16757,64,18,145,-2.9,-6.2
CO,-105.59,40.14,16756,61,3,142,-3.4,-7.8
CO,-105.59,40.14,16755,58,5,137,2.8,-3.6
CO,-105.87,39.87,16762,140,0,155,3,-7
CO,-105.87,39.87,16761,137,3,152,-0.1,-10.6
CO,-105.87,39.87,16760,135,3,150,-5.1,-21.4
CO,-105.87,39.87,16759,124,10,140,-3,-17.1
CO,-105.87,39.87,16758,119,8,132,-2.8,-8
CO,-105.87,39.87,16757,107,13,119,-5.5,-8.4
CO,-105.87,39.87,16756,104,3,117,-5.6,-10.7
CO,-105.87,39.87,16755,89,13,104,-1,-7.6
CO,-105.75,40.04,16762,124,0,140,5.6,-4.5
CO,-105.75,40.04,16761,124,0,140,0.5,-13
CO,-105.75,40.04,16760,122,0,140,-4.6,-19
CO,-105.75,40.04,16759,117,8,132,-0.5,-18.1
CO,-105.75,40.04,16758,114,3,130,-1.3,-8.3
CO,-105.75,40.04,16757,107,8,122,-2.1,-8.3
CO,-105.75,40.04,16756,102,3,119,-5.8,-10.1
CO,-105.75,40.04,16755,91,10,109,3,-6.3
CO,-106.42,39.86,16762,114,0,173,#N/A,-2.5
CO,-106.42,39.86,16761,114,3,170,#N/A,-6.6
CO,-106.42,39.86,16760,114,0,170,#N/A,#N/A
CO,-106.42,39.86,16759,104,18,152,#N/A,-15.9
CO,-106.42,39.86,16758,104,3,150,#N/A,#N/A
CO,-106.42,39.86,16757,94,13,137,#N/A,#N/A
CO,-106.42,39.86,16756,91,3,135,#N/A,#N/A
CO,-106.42,39.86,16755,74,18,117,#N/A,#N/A
CO,-105.63,40.58,16762,84,0,140,6,-5.5
CO,-105.63,40.58,16761,84,3,137,4.2,-4.1
CO,-105.63,40.58,16760,81,3,135,-2.3,-11.8
CO,-105.63,40.58,16759,74,8,127,-0.4,-12.7
CO,-105.63,40.58,16758,66,5,122,0.1,-7.6
CO,-105.63,40.58,16757,61,8,114,-2.9,-7.8
CO,-105.63,40.58,16756,61,0,114,-3.4,-7.2
CO,-105.63,40.58,16755,53,8,107,2.5,-5.2
CO,-105.77,40.51,16762,86,3,132,5.3,-16.5
CO,-105.77,40.51,16761,86,0,132,2.1,-14.1
CO,-105.77,40.51,16760,86,3,130,-3.4,-18.4
CO,-105.77,40.51,16759,74,15,114,-0.8,-15.3
CO,-105.77,40.51,16758,69,3,112,-1.3,-7.8
CO,-105.77,40.51,16757,64,5,107,-3.2,-8
CO,-105.77,40.51,16756,64,3,104,-3.2,-9
CO,-105.77,40.51,16755,51,10,94,-0.1,-10.1
CO,-106.51,39.6,16762,48,0,142,4.1,-6.1
CO,-106.51,39.6,16761,48,0,142,2,-8.8
CO,-106.51,39.6,16760,48,0,142,-2.1,-15.8
CO,-106.51,39.6,16759,48,0,142,4.3,-11.3
CO,-106.51,39.6,16758,48,3,140,3.8,-2.2
CO,-106.51,39.6,16757,48,3,137,2.4,-6.3
CO,-106.51,39.6,16756,48,5,132,-0.8,-6.6
CO,-106.51,39.6,16755,38,8,124,0.8,-3.9
CO,-106.54,39.6,16762,69,0,188,10.9,-3.9
CO,-106.54,39.6,16761,69,0,188,#N/A,-11.9
CO,-106.54,39.6,16760,69,0,188,1.1,-18.6
CO,-106.54,39.6,16759,74,0,188,#N/A,-17.7
CO,-106.54,39.6,16758,74,0,188,#N/A,-8.1
CO,-106.54,39.6,16757,74,0,188,#N/A,-11.4
CO,-106.54,39.6,16756,71,5,183,#N/A,-7.3
CO,-106.54,39.6,16755,53,10,173,#N/A,-4.5
CO,-105.6,40.2,16762,86,0,170,5,-1.6
CO,-105.6,40.2,16761,86,0,170,2.7,-4.6
CO,-105.6,40.2,16760,84,5,165,-3.9,-13.1
CO,-105.6,40.2,16759,71,13,152,-0.5,-12.7
CO,-105.6,40.2,16758,64,5,147,-0.1,-5.8
CO,-105.6,40.2,16757,56,10,137,-2.8,-6.1
CO,-105.6,40.2,16756,56,0,137,-2.3,-5.8
CO,-105.6,40.2,16755,53,3,135,3.4,-3.5
CO,-106.35,40.35,16762,145,0,170,3.4,-9.4
CO,-106.35,40.35,16761,145,0,170,-0.8,-12
CO,-106.35,40.35,16760,142,3,168,-6.7,-22.2
CO,-106.35,40.35,16759,137,8,160,-3.6,-19
CO,-106.35,40.35,16758,132,5,155,-3.9,-10
CO,-106.35,40.35,16757,124,5,150,-6.3,-10.4
CO,-106.35,40.35,16756,122,3,147,-8,-11.6
CO,-106.35,40.35,16755,99,25,122,-3.6,-8.8
CO,-105.96,40.4,16762,122,0,137,1.7,-11.5
CO,-105.96,40.4,16761,122,0,137,-0.5,-15.3
CO,-105.96,40.4,16760,119,5,132,-5.3,-25.2
CO,-105.96,40.4,16759,112,0,132,-1.5,-21.7
CO,-105.96,40.4,16758,109,3,130,-2,-8
CO,-105.96,40.4,16757,94,3,127,-4.2,-8
CO,-105.96,40.4,16756,91,5,122,-5.2,-9.6
CO,-105.96,40.4,16755,81,8,114,-1.1,-7.3
CO,-106.01,40.71,16762,74,0,142,7.5,-3.7
CO,-106.01,40.71,16761,74,3,140,5.3,-8.3
CO,-106.01,40.71,16760,74,0,140,-2.5,-15.9
CO,-106.01,40.71,16759,69,5,135,0.5,-15.1
CO,-106.01,40.71,16758,69,3,132,-0.8,-9.1
CO,-106.01,40.71,16757,69,3,130,-2.1,-9.3
CO,-106.01,40.71,16756,66,0,130,-1.4,-8.2
CO,-106.01,40.71,16755,56,10,119,0.9,-6.5
CO,-106.03,39.8,16762,94,0,127,8.2,-14.4
CO,-106.03,39.8,16761,94,0,127,4.8,-19.7
CO,-106.03,39.8,16760,94,0,127,0,-26
CO,-106.03,39.8,16759,91,5,122,2,-17.9
CO,-106.03,39.8,16758,89,0,122,2.7,-5.7
CO,-106.03,39.8,16757,81,10,112,-0.6,-6.4
CO,-106.03,39.8,16756,74,8,104,-2.7,-7.1
CO,-106.03,39.8,16755,56,18,86,0.1,-9.8
CO,-105.91,39.76,16762,127,3,185,1.5,-8.8
CO,-105.91,39.76,16761,127,3,183,1.3,-12.2
CO,-105.91,39.76,16760,127,0,183,-4.7,-20.3
CO,-105.91,39.76,16759,109,3,180,-1.7,-14.1
CO,-105.91,39.76,16758,109,18,163,-1.5,-6.9
CO,-105.91,39.76,16757,97,10,152,-4.5,-7
CO,-105.91,39.76,16756,86,5,147,-4.6,-9.5
CO,-105.91,39.76,16755,79,20,127,1.6,-6.1
CO,-106.11,39.3,16762,86,0,119,6.1,-2.3
CO,-106.11,39.3,16761,86,0,119,4.9,-5.8
CO,-106.11,39.3,16760,86,3,117,-2,-14
CO,-106.11,39.3,16759,79,5,112,0.8,-14.2
CO,-106.11,39.3,16758,76,3,109,1.7,-7.2
CO,-106.11,39.3,16757,71,8,102,-1.8,-7
CO,-106.11,39.3,16756,69,5,97,-1.5,#N/A
CO,-106.11,39.3,16755,64,5,91,1.3,-6.2
CO,-105.59,39.66,16762,86,0,137,6.3,-5
CO,-105.59,39.66,16761,86,0,137,5.4,-3.9
CO,-105.59,39.66,16760,86,3,135,-1.8,-14.2
CO,-105.59,39.66,16759,81,8,127,0.5,-14.3
CO,-105.59,39.66,16758,81,3,124,0.9,-5.5
CO,-105.59,39.66,16757,81,3,122,-2.2,-6.1
CO,-105.59,39.66,16756,76,8,114,-4.2,-8.6
CO,-105.59,39.66,16755,61,20,94,1.6,-6.4
CO,-105.8,39.57,16762,99,0,155,4.9,-4.6
CO,-105.8,39.57,16761,97,3,152,3.9,-7
CO,-105.8,39.57,16760,97,0,152,-4.8,-15.6
CO,-105.8,39.57,16759,81,15,137,-2,-15.2
CO,-105.8,39.57,16758,79,5,132,-1.9,-6.8
CO,-105.8,39.57,16757,69,15,117,-4.6,-7.3
CO,-105.8,39.57,16756,66,5,112,-4.2,-9.3
CO,-105.8,39.57,16755,58,5,107,1.3,-7.7
CO,-105.91,39.44,16762,69,0,122,5.6,-7
CO,-105.91,39.44,16761,69,0,122,3.5,-6.6
CO,-105.91,39.44,16760,69,3,119,-2.5,-16.7
CO,-105.91,39.44,16759,69,5,114,0.4,-14.5
CO,-105.91,39.44,16758,66,0,114,0.5,-6.6
CO,-105.91,39.44,16757,66,8,107,-2.9,-6.8
CO,-105.91,39.44,16756,64,5,102,-6.2,-9.6
CO,-105.91,39.44,16755,53,10,91,0.6,-9.4
CO,-106.08,39.03,16762,48,0,74,6.2,-5.7
CO,-106.08,39.03,16761,48,0,74,5.6,-4
CO,-106.08,39.03,16760,48,0,74,-0.1,-12.3
CO,-106.08,39.03,16759,48,0,74,2.6,-9.2
CO,-106.08,39.03,16758,48,0,74,2.2,-5.3
CO,-106.08,39.03,16757,48,0,74,0,-6
CO,-106.08,39.03,16756,48,0,74,-3.2,-7.2
CO,-106.08,39.03,16755,41,8,66,1.7,-5.2
CO,-106.6,40.23,16762,86,3,89,7,-18.8
CO,-106.6,40.23,16761,86,0,89,4.8,-14.9
CO,-106.6,40.23,16760,86,0,89,-0.5,-24
CO,-106.6,40.23,16759,84,0,89,-0.1,-19
CO,-106.6,40.23,16758,81,5,84,1.5,-5.9
CO,-106.6,40.23,16757,76,3,81,-0.3,-6.1
CO,-106.6,40.23,16756,76,0,81,-4.5,-8.9
CO,-106.6,40.23,16755,66,10,71,0,-4.5
CO,-106.55,39.29,16762,79,0,142,6,-10.2
CO,-106.55,39.29,16761,79,0,142,5.3,-16
CO,-106.55,39.29,16760,79,0,142,-1.3,-21.4
CO,-106.55,39.29,16759,79,0,142,0.2,-17.8
CO,-106.55,39.29,16758,79,0,142,0.5,-6.8
CO,-106.55,39.29,16757,71,10,132,-4.1,-9
CO,-106.55,39.29,16756,69,5,127,-3.7,-9.3
CO,-106.55,39.29,16755,53,20,107,-0.2,-6.1
CO,-105.9,39.67,16762,137,0,165,2,-7.6
CO,-105.9,39.67,16761,137,0,165,0.9,-9.5
CO,-105.9,39.67,16760,137,3,163,-6.4,-20.7
CO,-105.9,39.67,16759,119,15,147,-2.4,-18
CO,-105.9,39.67,16758,117,3,145,-3.2,-8.6
CO,-105.9,39.67,16757,104,10,135,-5.9,-8.7
CO,-105.9,39.67,16756,99,5,130,-7.9,-11.8
CO,-105.9,39.67,16755,89,10,119,-0.4,-8
CO,-106.61,39.3,16762,46,0,86,9.8,-13.4
CO,-106.61,39.3,16761,46,3,84,7.8,-17.3
CO,-106.61,39.3,16760,46,3,81,2.7,-21.1
CO,-106.61,39.3,16759,46,0,81,5.1,-14.5
CO,-106.61,39.3,16758,46,0,81,6.2,-4.6
CO,-106.61,39.3,16757,46,3,79,0.8,-6.1
CO,-106.61,39.3,16756,43,3,76,1.1,-6
CO,-106.61,39.3,16755,30,8,69,1.4,-6
CO,-105.92,40.23,16762,58,0,89,8.5,-10.7
CO,-105.92,40.23,16761,58,0,89,5.3,-13
CO,-105.92,40.23,16760,56,5,84,-2.9,-18.9
CO,-105.92,40.23,16759,56,8,76,4.2,-15.9
CO,-105.92,40.23,16758,53,3,74,2.3,-3.8
CO,-105.92,40.23,16757,48,3,71,1.7,-6.2
CO,-105.92,40.23,16756,46,0,71,1.7,-6.8
CO,-105.92,40.23,16755,41,3,69,0.5,-8
CO,-105.65,40.31,16762,66,0,140,5.3,-0.3
CO,-105.65,40.31,16761,66,0,140,3.6,-4
CO,-105.65,40.31,16760,66,3,137,-2.7,-11.7
CO,-105.65,40.31,16759,53,13,124,-0.4,-11.8
CO,-105.65,40.31,16758,51,3,122,0.5,-5.4
CO,-105.65,40.31,16757,43,5,117,-2.5,-5.8
CO,-105.65,40.31,16756,41,3,114,-1.3,-6.9
CO,-105.65,40.31,16755,38,5,109,3.4,-4.2
CO,-105.57,40.21,16762,18,0,132,9.8,0.2
CO,-105.57,40.21,16761,18,0,132,6.3,-1.8
CO,-105.57,40.21,16760,13,3,130,-0.6,-9.9
CO,-105.57,40.21,16759,5,10,119,2.7,-9.6
CO,-105.57,40.21,16758,3,5,114,2.9,-2.8
CO,-105.57,40.21,16757,0,3,112,-0.4,-3.1
CO,-105.57,40.21,16756,3,3,109,2.1,-2.8
CO,-105.57,40.21,16755,3,0,109,5.2,-1.7
CO,-106.2,39.38,16762,94,3,124,2.2,-7.5
CO,-106.2,39.38,16761,89,3,122,1.9,-12.4
CO,-106.2,39.38,16760,89,0,122,-6.1,-20.1
CO,-106.2,39.38,16759,89,0,122,-1.5,-18.6
CO,-106.2,39.38,16758,89,3,119,-2,-7.9
CO,-106.2,39.38,16757,81,8,112,-4.1,-9
CO,-106.2,39.38,16756,74,5,107,-7.1,-10.3
CO,-106.2,39.38,16755,64,10,97,-0.1,-7.1
CO,-105.87,39.65,16762,135,0,132,3,-6
CO,-105.87,39.65,16761,135,3,130,2.7,-11.3
CO,-105.87,39.65,16760,135,3,127,-5,-19.1
CO,-105.87,39.65,16759,117,10,117,-1.8,-16.9
CO,-105.87,39.65,16758,112,5,112,-2.3,-7.2
CO,-105.87,39.65,16757,102,13,99,-3.8,-8.4
CO,-105.87,39.65,16756,91,5,94,-4.5,-10.1
CO,-105.87,39.65,16755,84,5,89,0,-6.6
CO,-106.06,39.36,16762,114,0,130,3.7,-6.5
CO,-106.06,39.36,16761,114,0,130,1.8,-9.8
CO,-106.06,39.36,16760,112,3,127,-5.1,-20.8
CO,-106.06,39.36,16759,102,8,119,-3.2,-18.5
CO,-106.06,39.36,16758,102,3,117,-1,-9.6
CO,-106.06,39.36,16757,91,8,109,-5.5,-10.1
CO,-106.06,39.36,16756,89,0,109,-7.3,-12.1
CO,-106.06,39.36,16755,74,15,94,-0.9,-8.8
CO,-106.61,39.32,16762,69,0,94,6.2,-12.1
CO,-106.61,39.32,16761,66,0,94,4.6,-16.4
CO,-106.61,39.32,16760,64,0,94,-1.3,-22
CO,-106.61,39.32,16759,64,0,94,2.3,-16.4
CO,-106.61,39.32,16758,64,0,94,2,-5.3
CO,-106.61,39.32,16757,61,5,89,-2.1,-7
CO,-106.61,39.32,16756,58,3,86,-2.8,-7.5
CO,-106.61,39.32,16755,46,13,74,-1.2,-4.6
CO,-106.67,40.08,16762,48,3,76,5.3,-14.6
CO,-106.67,40.08,16761,48,0,76,3.4,-14.5
CO,-106.67,40.08,16760,48,0,76,-1.4,-22.3
CO,-106.67,40.08,16759,48,0,76,3.2,-15
CO,-106.67,40.08,16758,48,0,76,3.9,-6.8
CO,-106.67,40.08,16757,46,3,74,2.1,-6.4
CO,-106.67,40.08,16756,46,3,71,-3,-7.4
CO,-106.67,40.08,16755,33,8,64,1.1,-5.8
CO,-105.54,40.04,16762,76,0,142,6.3,-2.3
CO,-105.54,40.04,16761,76,0,142,5.4,-4.2
CO,-105.54,40.04,16760,74,3,140,-4,-13
CO,-105.54,40.04,16759,66,10,130,-0.5,-12.8
CO,-105.54,40.04,16758,61,3,127,0.3,-6
CO,-105.54,40.04,16757,56,5,122,-3,-6.4
CO,-105.54,40.04,16756,56,0,122,-2.7,-6.6
CO,-105.54,40.04,16755,48,8,114,3.2,-5
CO,-105.85,40.4,16762,33,0,97,6.9,-13
CO,-105.85,40.4,16761,38,0,97,3.2,-17.1
CO,-105.85,40.4,16760,38,3,94,-1.3,-22.9
CO,-105.85,40.4,16759,30,5,89,1.8,-14.5
CO,-105.85,40.4,16758,28,3,86,1.1,-4.2
CO,-105.85,40.4,16757,20,3,84,-0.8,-5.9
CO,-105.85,40.4,16756,18,0,84,0.3,-6.5
CO,-105.85,40.4,16755,18,8,76,1.6,-8.6
CO,-106.16,39.72,16762,66,0,94,8.2,-11.8
CO,-106.16,39.72,16761,66,3,91,5.4,-13.9
CO,-106.16,39.72,16760,66,3,89,-1.3,-22.9
CO,-106.16,39.72,16759,53,13,76,1.9,-18.3
CO,-106.16,39.72,16758,51,3,74,4.5,-5.3
CO,-106.16,39.72,16757,43,5,69,0.4,-8
CO,-106.16,39.72,16756,41,5,64,-2.9,-6.8
CO,-106.16,39.72,16755,30,3,61,0.7,-5.5
CO,-105.73,40.43,16762,91,0,163,5.2,-7.9
CO,-105.73,40.43,16761,94,0,163,2.7,-8.8
CO,-105.73,40.43,16760,94,3,160,-3.9,-15.5
CO,-105.73,40.43,16759,81,15,145,-2.1,-15.8
CO,-105.73,40.43,16758,76,3,142,-2.3,-8.8
CO,-105.73,40.43,16757,64,10,132,-5.4,-9.1
CO,-105.73,40.43,16756,58,5,127,-3.6,-10.3
CO,-105.73,40.43,16755,51,13,114,-1,-8.2
CO,-106.17,39.49,16762,86,0,104,5.8,-10
CO,-106.17,39.49,16761,86,0,104,5.3,-13.7
CO,-106.17,39.49,16760,86,3,102,-2.3,-21.2
CO,-106.17,39.49,16759,84,3,99,-0.5,-18
CO,-106.17,39.49,16758,81,3,97,1.2,-6.3
CO,-106.17,39.49,16757,76,10,86,-2.5,-8.6
CO,-106.17,39.49,16756,71,3,84,-4.1,-9.5
CO,-106.17,39.49,16755,61,8,76,1,-5.9
CO,-105.77,40.81,16762,137,0,155,4.7,-7.6
CO,-105.77,40.81,16761,135,3,152,2.8,-8
CO,-105.77,40.81,16760,135,0,152,-6.3,-20.7
CO,-105.77,40.81,16759,122,10,142,-2.8,-16.4
CO,-105.77,40.81,16758,119,5,137,-2.5,-9.7
CO,-105.77,40.81,16757,112,3,135,-4.5,-9.8
CO,-105.77,40.81,16756,109,5,130,-5.2,-10.2
CO,-105.77,40.81,16755,91,15,114,-0.2,-8.8
CO,-105.89,40.53,16762,74,3,168,5.2,-5.1
CO,-105.89,40.53,16761,71,0,168,2.5,-7.3
CO,-105.89,40.53,16760,69,5,163,-3.4,-16
CO,-105.89,40.53,16759,69,13,150,-1.6,-14.8
CO,-105.89,40.53,16758,69,3,147,-1.4,-8.1
CO,-105.89,40.53,16757,74,5,142,-4.4,-8.2
CO,-105.89,40.53,16756,71,5,137,-4.9,-9.6
CO,-105.89,40.53,16755,66,8,130,1.1,-7.4
CO,-105.59,39.94,16762,84,0,160,7.6,-1.2
CO,-105.59,39.94,16761,84,3,157,4.8,-4.5
CO,-105.59,39.94,16760,81,5,152,-3.2,-13.2
CO,-105.59,39.94,16759,76,5,147,-0.1,-12.6
CO,-105.59,39.94,16758,71,5,142,0.7,-5.8
CO,-105.59,39.94,16757,66,10,132,-1.7,-6.1
CO,-105.59,39.94,16756,64,0,132,-3.1,-7.8
CO,-105.59,39.94,16755,61,3,130,3.2,-4.6
CO,-105.82,40.41,16762,127,0,140,4.6,-6.5
CO,-105.82,40.41,16761,127,0,140,1,-12.8
CO,-105.82,40.41,16760,124,0,140,-5.4,-19.5
CO,-105.82,40.41,16759,109,15,124,-2,-17.2
CO,-105.82,40.41,16758,102,3,122,-3,-8.8
CO,-105.82,40.41,16757,86,5,117,-5.1,-9
CO,-105.82,40.41,16756,84,3,114,-4.4,-10.1
CO,-105.82,40.41,16755,74,13,102,-1.4,-7.9
CO,-105.58,40.03,16762,102,0,160,5.3,-4.2
CO,-105.58,40.03,16761,102,0,160,2.1,-6.2
CO,-105.58,40.03,16760,97,3,157,-6,-15.3
CO,-105.58,40.03,16759,86,13,145,-2.2,-14.8
CO,-105.58,40.03,16758,79,5,140,-2.2,-7.6
CO,-105.58,40.03,16757,74,10,130,-4.2,-7.9
CO,-105.58,40.03,16756,71,0,130,-3.5,-8.9
CO,-105.58,40.03,16755,69,3,127,2.6,-6
CO,-106.38,39.62,16762,102,0,124,5.2,-1.8
CO,-106.38,39.62,16761,102,3,122,4.3,-7.1
CO,-106.38,39.62,16760,102,0,122,-3.2,-15.5
CO,-106.38,39.62,16759,97,0,122,-0.9,-14.9
CO,-106.38,39.62,16758,91,0,122,-0.6,-6.3
CO,-106.38,39.62,16757,86,5,117,-4.5,-7.6
CO,-106.38,39.62,16756,79,3,114,-6.2,-9.7
CO,-106.38,39.62,16755,66,10,104,0.6,-6.2
CO,-106.09,40.35,16762,102,3,114,5.6,-14
CO,-106.09,40.35,16761,99,0,114,3.7,-17.7
CO,-106.09,40.35,16760,99,3,112,-3,-25.4
CO,-106.09,40.35,16759,97,0,112,0.5,-21.4
CO,-106.09,40.35,16758,97,3,109,0.4,-7.6
CO,-106.09,40.35,16757,94,3,107,-1,-7.2
CO,-106.09,40.35,16756,91,0,107,-4.6,-8.4
CO,-106.09,40.35,16755,81,10,97,-1.4,-9.5
CO,-105.78,39.8,16762,145,0,196,6.9,-7
CO,-105.78,39.8,16761,145,0,196,3.9,-12.2
CO,-105.78,39.8,16760,145,3,193,-2.6,-21.7
CO,-105.78,39.8,16759,130,20,173,-2.7,-18.4
CO,-105.78,39.8,16758,127,5,168,-2.7,-9.5
CO,-105.78,39.8,16757,117,20,147,-5.6,-10
CO,-105.78,39.8,16756,104,10,137,-2.1,-11.7
CO,-105.78,39.8,16755,86,18,119,0.9,-8
CO,-108.18,37.79,16762,147,0,203,3.9,-3.4
CO,-108.18,37.79,16761,147,0,203,4.4,-6.3
CO,-108.18,37.79,16760,147,0,203,0.5,-11.8
CO,-108.18,37.79,16759,147,3,201,-0.6,-11.8
CO,-108.18,37.79,16758,147,0,201,0.9,-8.7
CO,-108.18,37.79,16757,147,0,201,-3.1,-8.5
CO,-108.18,37.79,16756,142,5,196,-6.4,-11.2
CO,-108.18,37.79,16755,109,38,157,-2.1,-10.5
CO,-107.36,37.88,16762,58,0,135,8.3,-8
CO,-107.36,37.88,16761,58,0,135,8,-9.1
CO,-107.36,37.88,16760,58,0,135,4,-14.6
